,cap.english,cap.universal,categories.content,categories.friend,categories.network,categories.sentiment,categories.temporal,categories.user,display_scores.content,display_scores.english,display_scores.friend,display_scores.network,display_scores.sentiment,display_scores.temporal,display_scores.universal,display_scores.user,scores.english,scores.universal,user.id_str,list2
44,0.352890442,0.636663704,0.727591126,0.486150388,0.755316728,0.395702202,0.642166361,0.916636687,3.6,3.6,2.4,3.8,2,3.2,4.3,4.6,0.723800247,0.866990193,888539220,Hamilton68
45,0.76420234,0.636663704,0.920412076,0.69316718,0.755316728,0.775796169,0.955395663,0.87366504,4.6,4.5,3.5,3.8,3.9,4.8,4.3,4.4,0.904073657,0.866990193,891915584077791000,Hamilton68
46,0.590677715,0.636663704,0.88383286,0.882892467,0.842063538,0.787165524,0.957963941,0.845781281,4.4,4.2,4.4,4.2,3.9,4.8,4.3,4.2,0.838353133,0.866990193,906009639707230000,Hamilton68
47,0.931813711,0.611464314,0.833483127,0.747019268,0.448015507,0.951323751,0.780168042,0.970100821,4.2,4.8,3.7,2.2,4.8,3.9,4.3,4.9,0.960149429,0.857201769,921968384224329000,Hamilton68
48,0.931813711,0.611464314,0.833483127,0.747019268,0.448015507,0.951323751,0.780168042,0.970100821,4.2,4.8,3.7,2.2,4.8,3.9,4.3,4.9,0.960149429,0.857201769,921968384224329000,Hamilton68
49,0.590677715,0.611464314,0.88383286,0.91362236,0.583655528,0.884974923,0.583419726,0.813060067,4.4,4.2,4.6,2.9,4.4,2.9,4.3,4.1,0.838353133,0.857201769,1033772823674870000,Hamilton68
50,0.590677715,0.611464314,0.920412076,0.932307174,0.553878927,0.818718988,0.936574743,0.684472733,4.6,4.2,4.7,2.8,4.1,4.7,4.3,3.4,0.838353133,0.857201769,905294931316629000,Hamilton68
51,0.976633962,0.939152273,0.958744005,0.943934665,0.950207036,0.964620804,0.949803923,0.976140878,4.8,4.9,4.7,4.8,4.8,4.7,4.9,4.9,0.987587512,0.971304162,1026304643742100000,#MAGA
52,0.892355246,0.933880075,0.89080836,0.834573883,0.958152287,0.86302443,0.941015114,0.859570072,4.5,4.7,4.2,4.8,4.3,4.7,4.8,4.3,0.944832576,0.968917167,1052293554104490000,#MAGA
53,0.975495959,0.92794059,0.968476017,0.932307174,0.925790676,0.964620804,0.924589514,0.977876235,4.8,4.9,4.7,4.6,4.8,4.6,4.8,4.9,0.986496791,0.966338496,1044089711227060000,#MAGA
54,0.975495959,0.92794059,0.968476017,0.932307174,0.925790676,0.964620804,0.924589514,0.977876235,4.8,4.9,4.7,4.6,4.8,4.6,4.8,4.9,0.986496791,0.966338496,1044089711227060000,#MAGA
55,0.971057044,0.92794059,0.958744005,0.956534474,0.907280585,0.964620804,0.642166361,0.979488026,4.8,4.9,4.8,4.5,4.8,3.2,4.8,4.9,0.982625849,0.966338496,943261823201103000,#MAGA
56,0.938706315,0.921247939,0.955893562,0.7594616,0.958152287,0.964620804,0.937478896,0.868643084,4.8,4.8,3.8,4.8,4.8,4.7,4.8,4.3,0.963289157,0.963553942,1051897700667580000,#MAGA
57,0.904270665,0.921247939,0.727591126,0.927957504,0.958152287,0.954316265,0.933995864,0.859570072,3.6,4.7,4.6,4.8,4.8,4.7,4.8,4.3,0.949115125,0.963553942,1051896781271900000,#MAGA
58,0.966942358,0.913709531,0.958744005,0.936412222,0.896546844,0.959783561,0.942625812,0.868643084,4.8,4.9,4.7,4.5,4.8,4.7,4.8,4.3,0.979459179,0.960548448,1051895632288400000,#MAGA
59,0.961514759,0.913709531,0.968476017,0.947374397,0.955648704,0.966824351,0.951511148,0.859570072,4.8,4.9,4.7,4.8,4.8,4.8,4.8,4.3,0.975729596,0.960548448,1051898050963300000,#MAGA
60,0.971057044,0.913709531,0.972469623,0.947374397,0.91226383,0.962276607,0.936205521,0.834281327,4.9,4.9,4.7,4.6,4.8,4.7,4.8,4.2,0.982625849,0.960548448,981045489788510000,#MAGA
61,0.938706315,0.913709531,0.955893562,0.860476554,0.958152287,0.951323751,0.951280494,0.893492993,4.8,4.8,4.3,4.8,4.8,4.8,4.8,4.5,0.963289157,0.960548448,957382751816175000,#MAGA
62,0.938706315,0.913709531,0.955893562,0.882892467,0.958152287,0.951323751,0.945460233,0.893492993,4.8,4.8,4.4,4.8,4.8,4.7,4.8,4.5,0.963289157,0.960548448,981282285214412000,#MAGA
63,0.863746418,0.913709531,0.920412076,0.91362236,0.909813607,0.897852531,0.370283068,0.927713378,4.6,4.7,4.6,4.5,4.5,1.9,4.8,4.6,0.935231612,0.960548448,4658381036,#MAGA
64,0.969139671,0.905227907,0.970538363,0.902116699,0.958152287,0.957133095,0.891763967,0.868643084,4.9,4.9,4.5,4.8,4.8,4.5,4.8,4.3,0.981107475,0.95730609,1051897207098620000,#MAGA
65,0.954302626,0.905227907,0.963924583,0.932307174,0.743921493,0.948145863,0.915477481,0.970100821,4.8,4.9,4.7,3.7,4.7,4.6,4.8,4.9,0.971342649,0.95730609,1051817540437980000,#MAGA
66,0.969139671,0.905227907,0.96141767,0.932307174,0.66865868,0.954316265,0.951511148,0.908591721,4.8,4.9,4.7,3.3,4.8,4.8,4.8,4.5,0.981107475,0.95730609,980713406452953000,#MAGA
67,0.961514759,0.895703741,0.968476017,0.927957504,0.940846422,0.966824351,0.919695491,0.920195394,4.8,4.9,4.6,4.7,4.8,4.6,4.8,4.6,0.975729596,0.95381007,982082361025155000,#MAGA
68,0.923867309,0.895703741,0.93005489,0.936412222,0.627138728,0.903799925,0.919400057,0.974272983,4.7,4.8,4.7,3.1,4.5,4.6,4.8,4.9,0.956753229,0.95381007,743750890658488000,#MAGA
69,0.969139671,0.895703741,0.966274321,0.950614135,0.787402011,0.951323751,0.946764797,0.89418326,4.8,4.9,4.8,3.9,4.8,4.7,4.8,4.5,0.981107475,0.95381007,978795425753960000,#MAGA
70,0.964418786,0.895703741,0.96141767,0.936412222,0.953002689,0.957133095,0.935037599,0.908591721,4.8,4.9,4.7,4.8,4.8,4.7,4.8,4.5,0.977670349,0.95381007,976588875576553000,#MAGA
71,0.954302626,0.895703741,0.968476017,0.940284276,0.933714565,0.903799925,0.943552603,0.974272983,4.8,4.9,4.7,4.7,4.5,4.7,4.8,4.9,0.971342649,0.95381007,979914456930181000,#MAGA
72,0.91473169,0.893471697,0.96141767,0.794225599,0.949483874,0.948145863,0.914251723,0.868643084,4.8,4.8,4,4.7,4.7,4.6,4.8,4.3,0.953081736,0.953009776,1051898859637650000,#MAGA
73,0.954302626,0.885040207,0.963924583,0.907871649,0.940846422,0.964620804,0.946226659,0.85264853,4.8,4.9,4.5,4.7,4.8,4.7,4.8,4.3,0.971342649,0.950042715,972044312044363000,#MAGA
74,0.964418786,0.885040207,0.970538363,0.902116699,0.950207036,0.964620804,0.790614557,0.974272983,4.9,4.9,4.5,4.8,4.8,4,4.8,4.9,0.977670349,0.950042715,980050819780370000,#MAGA
75,0.958167115,0.885040207,0.970538363,0.950614135,0.921509626,0.966824351,0.920152118,0.91420337,4.9,4.9,4.8,4.6,4.8,4.6,4.8,4.6,0.973624716,0.950042715,979195625806946000,#MAGA
