cap.universal,user_id,status_id
0.0047253618,232964422,1088162696137200000
0.011448498,832053022675104000,1088162699261890000
0.531963409,796074792826847000,1088162701157850000
0.026940289,822540223666123000,1088162703666020000
0.005778301,892560340654760000,1088162704060110000
0.1306559844,723896723794440000,1088162705066870000
0.1306559844,723896723794440000,1088162974798360000
0.1306559844,723896723794440000,1088166799596750000
0.1306559844,723896723794440000,1088163117861870000
0.0080481113,33779867,1088162707625390000
0.0080481113,33779867,1088164600217070000
0.0751931141,89277004,1088162710502670000
0.0386770304,4904061506,1088162711337350000
0.7312451284,929094840347918000,1088162713824650000
0.0164523048,1016368529224830000,1088162716697520000
0.0605591627,6321192,1088162718207660000
0.0838511473,48718026,1088162728240390000
0.003353677,2521725985,1088162729163190000
0.0029102973,702160152,1088162730819890000
0.0674790608,777547299492917000,1088162734141860000
0.026940289,2852283133,1088162738843440000
0.0304504448,4872993094,1088162739619550000
0.0129074374,1932818875,1088162739627930000
0.1803031003,803645786114269000,1088165559101990000
0.1803031003,803645786114269000,1088162741020490000
0.1803031003,803645786114269000,1088165012835890000
0.1803031003,803645786114269000,1088163022122730000
0.0129074374,1081135158,1088162741746050000
0.003353677,1379901505,1088162741897050000
0.0238115685,4237630037,1088162747383190000
0.1169359666,1088153455242280000,1088162752865100000
0.0129074374,1041163888866160000,1088162752965690000
0.0080481113,3355156865,1088162755797010000
0.7086116866,817773997303550000,1088162756140750000
0.0343584942,445106846,1088162756233260000
0.0185992273,822510902675001000,1088162758384800000
0.0090370494,444180390,1088162760842720000
0.1457762029,3231034184,1088162762201620000
0.0386770304,49451747,1088164917797100000
0.0386770304,49451747,1088162764110160000
0.0185992273,1473123624,1088162769071940000
0.0386770304,752555380325114000,1088162777657680000
0.0043042405,1682413688,1088162780706980000
0.0039406236,309551914,1088162781814240000
0.0434208694,1029995978122650000,1088162785131780000
0.011448498,992604972670968000,1088162785425530000
0.0210410941,958925074249101000,1088164294393560000
0.0210410941,958925074249101000,1088162787728200000
0.0210410941,958925074249101000,1088166089488500000
0.0090370494,761716273327727000,1088162792807400000
0.0238115685,3355547532,1088162794300570000
0.3551543111,702519800363360000,1088162797366670000
0.0036261935,143593099,1088162799820230000
0.0185992273,1079146278771220000,1088162806875210000
0.0238115685,1019940302755430000,1088162806892060000
0.1046034793,224113132,1088162807097560000
0.0080481113,1312266350,1088162814567510000
0.048615291,713478051720344000,1088162816123490000
0.0164523048,1166112319,1088162822733920000
0.0386770304,14101483,1088162823144790000
0.0543046098,885472053813445000,1088162823358820000
0.0071838464,850406430398185000,1088162827624480000
0.0101649883,2201188481,1088162829822320000
0.0129074374,30208983,1088162830065390000
0.0674790608,704411060485407000,1088162832707970000
0.026940289,1056692939546480000,1088162837443240000
0.0031168176,33565444,1088162849044680000
0.0304504448,787858168701329000,1088162856351250000
0.0304504448,787858168701329000,1088162903616830000
0.0129074374,124365333,1088162858150460000
0.011448498,819968736811774000,1088162863821260000
0.0936084193,1088161584214510000,1088162865272390000
0.0071838464,533402213,1088163855740660000
0.0071838464,533402213,1088162865406710000
0.1998825988,1038769834740280000,1088162867621160000
0.1998825988,1038769834740280000,1088169409670080000
0.0052133097,3874481931,1088162868099540000
0.1046034793,1075404707655570000,1088165251399460000
0.1046034793,1075404707655570000,1088166554599130000
0.1046034793,1075404707655570000,1088162868267240000
0.0024313662,17788120,1088162868808290000
0.002571044,822510312884671000,1088162868808350000
0.0129074374,15686011,1088162870901250000
0.531963409,2381446142,1088162872042120000
0.0101649883,204531629,1088162877293380000
0.6114643136,311171837,1088162877196800000
0.4753013894,25504267,1088163868826850000
0.4753013894,25504267,1088163350633170000
0.4753013894,25504267,1088162880304880000
0.1169359666,1936536769,1088162881407980000
0.0386770304,1044677854548690000,1088162881714170000
0.1169359666,2278047080,1088162881814830000
0.0031168176,20726957,1088162887145800000
0.0031168176,20726957,1088162883941340000
0.0238115685,882827445682024000,1088162885065300000
0.0238115685,882827445682024000,1088164289964200000
0.0164523048,836390193448043000,1088162885921100000
0.048615291,205771679,1088162886122460000
0.048615291,205771679,1088163130134410000
0.0052133097,953135997935596000,1088166065601950000
0.0052133097,953135997935596000,1088162895182160000
0.1169359666,28263648,1088162895987440000
0.011448498,1414088929,1088162896104830000
0.011448498,1414088929,1088164820032120000
0.011448498,1414088929,1088163364021380000
0.0052133097,935212969520222000,1088162897522540000
0.0071838464,4443513574,1088162901993630000
0.8454131176,1028366243601020000,1088162904174670000
0.1998825988,976970430991888000,1088162904698900000
0.0043042405,781980534863909000,1088162905311170000
0.1803031003,1076592274665030000,1088162905806250000
0.1803031003,1076592274665030000,1088163379448040000
0.0434208694,159930435,1088165780749900000
0.0434208694,159930435,1088162904220860000
0.0543046098,1063950707504470000,1088162913272060000
0.0543046098,1063950707504470000,1088163128058080000
0.0543046098,1063950707504470000,1088163977341760000
0.0543046098,1063950707504470000,1088163350788210000
0.0047253618,754484844487385000,1088162916560290000
0.1046034793,35760927,1088162918116610000
0.026940289,889983470352650000,1088164787576560000
0.026940289,889983470352650000,1088162926823920000
0.026940289,889983470352650000,1088163313563910000
0.026940289,889983470352650000,1088163437883130000
0.005778301,911841949136687000,1088162928812000000
0.0605591627,2431910840,1088163123390050000
0.0605591627,2431910840,1088162928795150000
0.1169359666,839940640129548000,1088162931915800000
0.005778301,217900150,1088162934486980000
0.026940289,466082496,1088162934533050000
0.0145658524,3387188439,1088162937964030000
0.0145658524,3387188439,1088163990616900000
0.0129074374,930762823323607000,1088162939125810000
0.0020139367,27328777,1088162941529150000
0.0238115685,2916852516,1088162941847790000
0.0080481113,188617659,1088162945605890000
0.0080481113,188617659,1088163416991120000
0.0838511473,1084863009426680000,1088162955970130000
0.0080481113,836227816064635000,1088162956666270000
0.003353677,257383317,1088162957647860000
0.0434208694,58292864,1088162958625200000
0.0304504448,39348865,1088162964568450000
0.0343584942,742081031067607000,1088162964820190000
0.0386770304,754286796201087000,1088162965877080000
0.0101649883,4780731385,1088162976933270000
0.003353677,874179554,1088162977658720000
0.0434208694,767106926542860000,1088162977952470000
0.048615291,2730482647,1088162981035130000
0.0210410941,1022154871611520000,1088162988341820000
0.0024313662,14574550,1088162989914640000
0.1046034793,97336428,1088162994490500000
0.1169359666,966123073928909000,1088162998802360000
0.0024313662,180768626,1088162998659790000
0.0129074374,2914843120,1088163002275300000
0.0605591627,1073882314529170000,1088163001864210000
0.1457762029,711012849212981000,1088164027287640000
0.1457762029,711012849212981000,1088163002795340000
0.0543046098,1030147121566110000,1088163002631750000
0.0164523048,143422660,1088163005576170000
0.011448498,950123890218586000,1088163007157470000
0.0036261935,16912043,1088163007979510000
0.3551543111,2335860865,1088163008751250000
0.3551543111,708168355488731000,1088165483533300000
0.3551543111,708168355488731000,1088163012060560000
0.0080481113,536317126,1088163014325520000
0.0145658524,3753607872,1088163014539440000
0.4753013894,1040932003821090000,1088163017810950000
0.4753013894,1040932003821090000,1088163118579090000
0.4753013894,1040932003821090000,1088166530158870000
0.026940289,821559644518752000,1088163019618680000
0.1306559844,43395057,1088163020004570000
0.048615291,1084332445481230000,1088163507156050000
0.048615291,1084332445481230000,1088164167368890000
0.048615291,1084332445481230000,1088163022692970000
0.0071838464,209881576,1088163023024500000
0.0090370494,24469231,1088163022814740000
0.0304504448,732980827,1088163025037730000
0.0304504448,758331973995594000,1088163027759920000
0.0304504448,758331973995594000,1088169732388340000
0.0080481113,373673020,1088163027617280000
0.1046034793,2190330965,1088163028720340000
0.0674790608,27927742,1088163034185560000
0.7086116866,824900464491704000,1088163035116720000
0.7086116866,824900464491704000,1088163118415570000
0.0036261935,181289232,1088163035359990000
0.0129074374,1011412536,1088163036651770000
0.0164523048,2251412467,1088163036609700000
0.0164523048,824617441422705000,1088163038463770000
0.0164523048,824617441422705000,1088163389623460000
0.0164523048,824617441422705000,1088165041566830000
0.0164523048,824617441422705000,1088163063474180000
0.0164523048,824617441422705000,1088169369010670000
0.0343584942,815615848001868000,1088163041231860000
0.011448498,3783213327,1088165024789450000
0.011448498,3783213327,1088164900856160000
0.011448498,3783213327,1088166152885260000
0.011448498,3783213327,1088163043941310000
0.0031168176,179854533,1088163047691060000
0.2696832268,53745076,1088163669647730000
0.2696832268,53745076,1088163047817010000
0.0751931141,728307479927382000,1088164311908930000
0.0751931141,728307479927382000,1088163048081310000
0.0838511473,705641215224451000,1088163047976260000
0.0838511473,705641215224451000,1088169588297100000
0.0071838464,1046552761301490000,1088163054649470000
0.244462545,1084907089246400000,1088163056117370000
0.0343584942,43288133,1088163060181650000
0.0674790608,1549664178,1088163066414540000
0.0043042405,861217468798431000,1088163070592140000
0.4458600036,728703834,1088163072529890000
0.0543046098,1000156333591540000,1088163077210630000
0.0101649883,785564018769408000,1088163079496590000
0.0101649883,785564018769408000,1088166887249400000
0.0145658524,1433899194,1088163082013170000
0.0145658524,1433899194,1088163303052990000
0.005778301,17119424,1088163084567540000
0.011448498,2402241228,1088163088115920000
0.0080481113,968580873342857000,1088163097892840000
0.0386770304,982010300890272000,1088163099306270000
0.0343584942,959068383424561000,1088163102875630000
0.026940289,1010211910111900000,1088163104096170000
0.1457762029,736265855793697000,1088163106038210000
0.0080481113,2962550997,1088163110467400000
0.0605591627,1061114815328940000,1088163112111430000
0.0129074374,1965933218,1088163112820320000
0.0064312928,89189191,1088163117425660000
0.0238115685,802352830036251000,1088163127856980000
0.0238115685,802352830036251000,1088163142251750000
0.0043042405,562357936,1088163128314160000
0.0101649883,1010643168948360000,1088163130017050000
0.0064312928,191195321,1088163132986540000
0.1803031003,895019115483496000,1088163133074550000
0.1046034793,899006816201261000,1088163136971040000
0.0023079208,29654096,1088163139789570000
0.003353677,20181738,1088163140171220000
0.4458600036,751552860303684000,1088163141693920000
0.0751931141,2597034542,1088163146253120000
0.0386770304,1012025845924360000,1088163146525600000
0.0052133097,499330947,1088163148778000000
0.3254134937,30217703,1088163148698400000
0.5856427244,822801785379140000,1088163150967600000
0.0605591627,1488495162,1088163154125720000
0.0605591627,1488495162,1088165522573690000
0.0605591627,1488495162,1088165466114210000
0.0145658524,875443327054885000,1088163156021660000
0.0674790608,1079909691411520000,1088163156906540000
0.0543046098,1087564296429730000,1088163162388600000
0.0605591627,1084543152554310000,1088163164271800000
0.0027296302,23202327,1088163169644750000
0.0039406236,246614895,1088163172744230000
0.0071838464,27997855,1088163177341350000
0.0047253618,521563,1088163183213330000
0.0185992273,1904325156,1088163185604130000
0.0101649883,17146510,1088163188812570000
0.0129074374,4200046213,1088163678963360000
0.0129074374,4200046213,1088163189945180000
0.0210410941,1026390895657010000,1088163190809210000
0.2696832268,1585580743,1088166443647150000
0.2696832268,1585580743,1088163191694210000
0.2696832268,1585580743,1088163214028870000
0.2696832268,1585580743,1088164000444090000
0.0027296302,313033372,1088163192474360000
0.0543046098,168939739,1088163193216750000
