,cap.english,cap.universal,categories.content,categories.friend,categories.network,categories.sentiment,categories.temporal,categories.user,display_scores.content,display_scores.english,display_scores.friend,display_scores.network,display_scores.sentiment,display_scores.temporal,display_scores.universal,display_scores.user,scores.english,scores.universal,user.id_str,list2,bot
1,0.002080127,0.00430424,0.188451281,0.106126161,0.079046475,0.194309275,0.105016524,0.386453791,0.9,0.3,0.5,0.4,1,0.5,0.5,1.9,0.057807183,0.095902762,717064634939912000,Random,FALSE
2,0.001725458,0.00272963,0.349176123,0.126741841,0.136088798,0.103889657,0.105016524,0.08359274,1.7,0.2,0.6,0.7,0.5,0.5,0.3,0.4,0.045343501,0.060780114,209272267,Random,FALSE
3,0.002412482,0.008048111,0.062020197,0.23261518,0.083581381,0.056219498,0.088777716,0.126666309,0.3,0.3,1.2,0.4,0.3,0.4,0.7,0.6,0.06783457,0.148120708,2883353289,Random,FALSE
4,0.110463768,0.269683227,0.097285153,0.270370074,0.088351497,0.379894796,0.161544007,0.813060067,0.5,2.6,1.4,0.4,1.9,0.8,3.5,4.1,0.527496824,0.690801916,1041065803322470000,Random,FALSE
5,0.001309081,0.002100996,0.075375337,0.168637131,0.129106336,0.103889657,0.056011644,0.029986279,0.4,0.1,0.8,0.6,0.5,0.3,0.2,0.1,0.027677698,0.04110674,25936840,Random,FALSE
6,0.002234495,0.003353677,0.075375337,0.073600737,0.074737554,0.067807834,0.20802936,0.072487975,0.4,0.3,0.4,0.4,0.3,1,0.4,0.4,0.062633878,0.076513107,862310522003353000,Random,FALSE
7,0.018904417,0.006431293,0.604473547,0.341192636,0.269321703,0.726110191,0.475747179,0.1994511,3,1.3,1.7,1.3,3.6,2.4,0.6,1,0.252653217,0.128515834,4312576996,Random,FALSE
8,0.028225552,0.009037049,0.333488397,0.452811516,0.1160555,0.291206365,0.130705413,0.144775381,1.7,1.5,2.3,0.6,1.5,0.7,0.8,0.7,0.303957332,0.158817464,967956831032164000,Random,FALSE
9,0.386842593,0.199882599,0.713541769,0.55290049,0.374655042,0.897852531,0.932791332,0.667547437,3.6,3.7,2.8,1.9,4.5,4.7,3.2,3.3,0.740529101,0.63570684,1595883259,Random,FALSE
10,0.024702039,0.104603479,0.091326306,0.707220047,0.093366114,0.09212893,0.088777716,0.08359274,0.5,1.4,3.5,0.5,0.5,0.4,2.6,0.4,0.286212062,0.515643331,1034512988986890000,Random,FALSE
11,0.004775576,0.014565852,0.93005489,0.150687141,0.319693175,0.897852531,0.460314811,0.126666309,4.7,0.6,0.8,1.6,4.5,2.3,1,0.6,0.116795374,0.207905573,762316884394008000,Random,FALSE
12,0.004775576,0.007183846,0.124704686,0.209571931,0.143386718,0.09212893,0.099331419,0.225281737,0.6,0.6,1,0.7,0.5,0.5,0.7,1.1,0.116795374,0.13802619,807628480712060000,Random,FALSE
13,0.228512174,0.083851147,0.802367303,0.56938667,0.194173786,0.477401077,0.696932021,0.87366504,4,3.3,2.8,1,2.4,3.5,2.4,4.4,0.650690103,0.474488541,2281050829,Random,FALSE
14,0.001261693,0.002571044,0.034080667,0.112647015,0.109970068,0.036028306,0.099331419,0.027817973,0.2,0.1,0.6,0.5,0.2,0.5,0.3,0.1,0.025471598,0.056244912,121425565,Random,FALSE
15,0.001554351,0.002198441,0.11728456,0.099940269,0.1160555,0.147392934,0.137911216,0.700922407,0.6,0.2,0.5,0.6,0.7,0.7,0.2,3.5,0.038503445,0.044478832,223962345,Random,FALSE
16,0.007724055,0.05430461,0.178009523,0.783067857,0.493368203,0.116958291,0.429705913,0.595789473,0.9,0.8,3.9,2.5,0.6,2.1,2,3,0.156855103,0.39374646,3901593729,Random,FALSE
17,0.125145748,0.03867703,0.794885818,0.663976004,0.583655528,0.929111844,0.955395663,0.404932889,4,2.7,3.3,2.9,4.6,4.8,1.7,2,0.548702008,0.336555195,940023725398704000,Random,FALSE
18,0.001828421,0.003626193,0.11728456,0.220878321,0.143386718,0.427948527,0.093921781,0.029986279,0.6,0.2,1.1,0.7,2.1,0.5,0.4,0.1,0.049183848,0.082539663,3164614753,Random,FALSE
19,0.011259347,0.03867703,0.802367303,0.794225599,0.84841708,0.090380318,0.868358773,0.350504092,4,1,4,4.2,0.5,4.3,1.7,1.8,0.193749479,0.336555195,700568244973768000,Random,FALSE
20,0.828458504,0.325413494,0.968476017,0.356398198,0.884728376,0.91982315,0.780168042,0.824524594,4.8,4.6,1.8,4.4,4.6,3.9,3.6,4.1,0.924093996,0.724840216,1002187616396040000,Random,FALSE
21,0.716143502,0.296768766,0.823570814,0.936412222,0.463074603,0.592828268,0.627800242,0.801027268,4.1,4.4,4.7,2.3,3,3.1,3.5,4,0.888218495,0.708112627,990976455239655000,Random,FALSE
22,0.420205046,0.661263571,0.501354771,0.419890699,0.857552012,0.059858869,0.910555773,0.667547437,2.5,3.8,2.1,4.3,0.3,4.6,4.4,3.3,0.756585473,0.876204548,1047119339013290000,Random,TRUE
23,0.904270665,0.905227907,0.897413618,0.419890699,0.929437268,0.897852531,0.952678222,0.932728293,4.5,4.7,2.1,4.6,4.5,4.8,4.8,4.7,0.949115125,0.95730609,1046125066331780000,Random,TRUE
24,0.228512174,0.585642724,0.570665411,0.91362236,0.921509626,0.263313819,0.70986297,0.700922407,2.9,3.3,4.6,4.6,1.3,3.5,4.2,3.5,0.650690103,0.846820268,2472488807,Random,TRUE
25,0.021603217,0.00521331,0.653282836,0.106126161,0.093366114,0.818718988,0.627800242,0.103156614,3.3,1.3,0.5,0.5,4.1,3.1,0.6,0.5,0.269102246,0.111167191,407801454,Random,FALSE
26,0.004268306,0.05430461,0.097285153,0.436280911,0.093366114,0.043647178,0.170117236,0.037517839,0.5,0.5,2.2,0.5,0.2,0.9,2,0.2,0.108277007,0.39374646,1074237788,Random,FALSE
27,0.003134129,0.00430424,0.11728456,0.142317413,0.093366114,0.227500288,0.06293923,0.029986279,0.6,0.4,0.7,0.5,1.1,0.3,0.5,0.1,0.085924,0.095902762,846391405010288000,Random,FALSE
28,0.004268306,0.012907437,0.050901079,0.23261518,0.06307622,0.139219666,0.079246657,0.386453791,0.3,0.5,1.2,0.3,0.7,0.4,1,1.9,0.108277007,0.194667737,895146631485509000,Random,FALSE
29,0.041425126,0.030450445,0.621031119,0.825122226,0.15100759,0.427948527,0.414585965,0.239056859,3.1,1.8,4.1,0.8,2.1,2.1,1.5,1.2,0.360651907,0.300816712,2906162059,Random,FALSE
30,0.00285694,0.003353677,0.058082395,0.119514967,0.088351497,0.09212893,0.099331419,0.043516718,0.3,0.4,0.6,0.4,0.5,0.5,0.4,0.2,0.079454653,0.076513107,780391497057312000,Random,FALSE
31,0.001218379,0.002198441,0.066206203,0.069163998,0.104166126,0.056219498,0.074839956,0.046849714,0.3,0.1,0.3,0.5,0.3,0.4,0.2,0.2,0.023437101,0.044478832,24564017,Random,FALSE
32,0.003831756,0.021041094,0.085697796,0.119514967,0.143386718,0.081578363,0.414585965,0.144775381,0.4,0.5,0.6,0.7,0.4,2.1,1.3,0.7,0.100309357,0.251523348,894119524227620000,Random,FALSE
33,0.001482813,0.003940624,0.034080667,0.168637131,0.129106336,0.040950532,0.070659494,0.144775381,0.2,0.2,0.8,0.6,0.2,0.4,0.4,0.7,0.035465933,0.088995156,114449161,Random,FALSE
34,0.352890442,0.199882599,0.501354771,0.648878021,0.281436837,0.427948527,0.341868544,0.732290532,2.5,3.6,3.2,1.4,2.1,1.7,3.2,3.7,0.723800247,0.63570684,976650174855557000,Random,FALSE
35,0.006826175,0.021041094,0.88383286,0.08852387,0.433051152,0.903799925,0.153323011,0.062757383,4.4,0.7,0.4,2.2,4.5,0.8,1.3,0.3,0.145897657,0.251523348,4407708862,Random,FALSE
36,0.014543681,0.03867703,0.303217448,0.536297157,0.568829433,0.155959099,0.20802936,0.126666309,1.5,1.1,2.7,2.8,0.8,1,1.7,0.6,0.221806472,0.336555195,22688207,Random,FALSE
37,0.001634715,0.002307921,0.333488397,0.083268406,0.333041419,0.139219666,0.070659494,0.05042453,1.7,0.2,0.4,1.7,0.7,0.4,0.2,0.3,0.041789835,0.048113666,220020456,Random,FALSE
38,0.110463768,0.885040207,0.27456232,0.91362236,0.911435918,0.443264812,0.946764797,0.965276172,1.4,2.6,4.6,4.6,2.2,4.7,4.8,4.8,0.527496824,0.950042715,715502185069424000,Random,TRUE
39,0.002618313,0.003626193,0.085697796,0.168637131,0.360540536,0.036028306,0.17904829,0.072487975,0.4,0.4,0.8,1.8,0.2,0.9,0.4,0.4,0.073433262,0.082539663,849210250846584000,Random,FALSE
40,0.002234495,0.018599227,0.044565652,0.257367141,0.083581381,0.043647178,0.11725226,0.316175249,0.2,0.3,1.3,0.4,0.2,0.6,1.2,1.6,0.062633878,0.236336911,3379520654,Random,FALSE
41,0.021603217,0.475301389,0.07065346,0.720888455,0.816303201,0.081578363,0.11725226,0.614256976,0.4,1.3,3.6,4.1,0.4,0.6,4,3.1,0.269102246,0.799058441,178989103,Random,FALSE
42,0.001107916,0.002431366,0.050901079,0.094076993,0.066761329,0.04955679,0.145447808,0.032317978,0.3,0.1,0.5,0.3,0.2,0.7,0.3,0.2,0.018240415,0.052029366,20060474,Random,FALSE
43,0.001828421,0.004725362,0.140754288,0.244779764,0.281436837,0.076726235,0.20802936,0.062757383,0.7,0.2,1.2,1.4,0.4,1,0.5,0.3,0.049183848,0.103285735,1463186438,Random,FALSE
44,0.006826175,0.021041094,0.637311442,0.387667639,0.246102383,0.828393199,0.444958161,0.716869234,3.2,0.7,1.9,1.2,4.1,2.2,1.3,3.6,0.145897657,0.251523348,972005871797415000,Random,FALSE
45,0.036578053,0.023811569,0.920412076,0.882892467,0.825234197,0.592828268,0.910555773,0.333118388,4.6,1.7,4.4,4.1,3,4.6,1.3,1.7,0.341219355,0.267344003,278938245,Random,FALSE
46,0.03218322,0.009037049,0.168026537,0.094076993,0.088351497,0.204946688,0.275894648,0.154610258,0.8,1.6,0.5,0.4,1,1.4,0.8,0.8,0.322306022,0.158817464,734672698362728000,Random,FALSE
47,0.003134129,0.003940624,0.085697796,0.159457582,0.066761329,0.043647178,0.161544007,0.034824478,0.4,0.4,0.8,0.3,0.2,0.8,0.4,0.2,0.085924,0.088995156,753702891421130000,Random,FALSE
48,0.003134129,0.002307921,0.149407927,0.083268406,0.079046475,0.0384138,0.20802936,0.058361975,0.7,0.4,0.4,0.4,0.2,1,0.2,0.3,0.085924,0.048113666,1479162932,Random,FALSE
49,0.003456538,0.003353677,0.318160931,0.168637131,0.175873829,0.036028306,0.240328119,0.096222209,1.6,0.5,0.8,0.9,0.2,1.2,0.4,0.5,0.092866954,0.076513107,441961076,Random,FALSE
50,0.097413891,0.296768766,0.570665411,0.91362236,0.921509626,0.263313819,0.758169543,0.684472733,2.9,2.5,4.6,4.6,1.3,3.8,3.5,3.4,0.506191959,0.708112627,53886269,Random,FALSE
51,0.002618313,0.00272963,0.303217448,0.061024877,0.074737554,0.319438573,0.399625233,0.103156614,1.5,0.4,0.3,0.4,1.6,2,0.3,0.5,0.073433262,0.060780114,947528017609416000,Random,FALSE
52,0.001309081,0.002198441,0.097285153,0.069163998,0.059581537,0.04955679,0.11725226,0.032317978,0.5,0.1,0.3,0.3,0.2,0.6,0.2,0.2,0.027677698,0.044478832,2179594992,Random,FALSE
53,0.180362038,0.021041094,0.81320069,0.419890699,0.269321703,0.808625391,0.429705913,0.684472733,4.1,3.1,2.1,1.3,4,2.1,1.3,3.4,0.610975721,0.251523348,2885517897,Random,FALSE
54,0.159909133,0.060559163,0.823570814,0.536297157,0.523710577,0.798108378,0.696932021,0.650178254,4.1,3,2.7,2.6,4,3.5,2.1,3.3,0.590512927,0.413569898,2172109158,Random,FALSE
55,0.008750694,0.03867703,0.247652714,0.326306901,0.175873829,0.097851882,0.170117236,0.043516718,1.2,0.8,1.6,0.9,0.5,0.9,1.7,0.2,0.168473166,0.336555195,3794317696,Random,FALSE
56,0.001218379,0.001801868,0.080385489,0.039083995,0.167245247,0.576660718,0.099331419,0.027817973,0.4,0.1,0.2,0.8,2.9,0.5,0.1,0.1,0.023437101,0.029913823,1346417684,Random,FALSE
57,0.319258204,0.162307584,0.623764647,0.7594616,0.568829433,0.808625391,0.506721667,0.684472733,3.1,3.5,3.8,2.8,4,2.5,3,3.4,0.706420424,0.596776171,1534195362,Random,FALSE
58,0.001554351,0.001691229,0.110250333,0.04443526,0.083581381,0.110254451,0.093921781,0.034824478,0.6,0.2,0.2,0.4,0.6,0.5,0.1,0.2,0.038503445,0.025486425,466650499,Random,FALSE
59,0.0099223,0.021041094,0.058082395,0.341192636,0.129106336,0.036028306,0.153323011,0.110529641,0.3,0.9,1.7,0.6,0.2,0.8,1.3,0.6,0.180767269,0.251523348,861621074089328000,Random,FALSE
60,0.021603217,0.1803031,0.110250333,0.502884905,0.812662055,0.097851882,0.790614557,0.404932889,0.6,1.3,2.5,4.1,0.5,4,3.1,2,0.269102246,0.616428063,266510153,Random,FALSE
61,0.028225552,0.060559163,0.124704686,0.60186786,0.104166126,0.116958291,0.070659494,0.225281737,0.6,1.5,3,0.5,0.6,0.4,2.1,1.1,0.303957332,0.413569898,969750052813012000,Random,FALSE
62,0.110463768,0.269683227,0.178009523,0.663976004,0.257541174,0.6319009,0.288448768,0.404932889,0.9,2.6,3.3,1.3,3.2,1.4,3.5,2,0.527496824,0.690801916,1022291820162820000,Random,FALSE
63,0.203165259,0.018599227,0.483913614,0.326306901,0.175873829,0.131429759,0.642166361,0.386453791,2.4,3.2,1.6,0.9,0.7,3.2,1.2,1.9,0.631054837,0.236336911,871983650753073000,Random,FALSE
64,0.001725458,0.014565852,0.047633404,0.134339039,0.319693175,0.059858869,0.188341809,0.118360101,0.2,0.2,0.7,1.6,0.3,0.9,1,0.6,0.045343501,0.207905573,2650421569,Random,FALSE
65,0.420205046,0.162307584,0.713541769,0.663976004,0.136088798,0.698843499,0.188341809,0.103156614,3.6,3.8,3.3,0.7,3.5,0.9,3,0.5,0.756585473,0.596776171,1033651110077120000,Random,FALSE
66,0.141573911,0.199882599,0.637311442,0.825122226,0.40351138,0.828393199,0.522204428,0.239056859,3.2,2.8,4.1,2,4.1,2.6,3.2,1.2,0.569731783,0.63570684,557626510,Random,FALSE
67,0.004268306,0.023811569,0.066206203,0.094076993,0.0706455,0.124012932,0.093921781,0.442660374,0.3,0.5,0.5,0.4,0.6,0.5,1.3,2.2,0.108277007,0.267344003,876503403823640000,Random,FALSE
68,0.001482813,0.002431366,0.062020197,0.064975952,0.088351497,0.076726235,0.153323011,0.037517839,0.3,0.2,0.3,0.4,0.4,0.8,0.3,0.2,0.035465933,0.052029366,574715075,Random,FALSE
69,0.014543681,0.034358494,0.080385489,0.17823307,0.167245247,0.076726235,0.099331419,0.21207915,0.4,1.1,0.9,0.8,0.4,0.5,1.6,1.1,0.221806472,0.318418856,3299858102,Random,FALSE
70,0.001945784,0.002100996,0.501354771,0.057299337,0.098634555,0.147392934,0.198001366,0.027817973,2.5,0.3,0.3,0.5,0.7,1,0.2,0.1,0.053331281,0.04110674,569579870,Random,FALSE
71,0.0099223,0.030450445,0.210729931,0.198696697,0.074737554,0.227500288,0.123822034,0.595789473,1.1,0.9,1,0.4,1.1,0.6,1.5,3,0.180767269,0.300816712,908731941977038000,Random,FALSE
72,0.004268306,0.00521331,0.047633404,0.283778917,0.1160555,0.147392934,0.088777716,0.040410786,0.2,0.5,1.4,0.6,0.7,0.4,0.6,0.2,0.108277007,0.111167191,315701129,Random,FALSE
73,0.001418792,0.00272963,0.07065346,0.083268406,0.281436837,0.09212893,0.301336415,0.175909689,0.4,0.2,0.4,1.4,0.5,1.5,0.3,0.9,0.03265991,0.060780114,2711544912,Random,FALSE
74,0.001309081,0.002431366,0.149407927,0.099940269,0.093366114,0.059858869,0.070659494,0.025802286,0.7,0.1,0.5,0.5,0.3,0.4,0.3,0.1,0.027677698,0.052029366,89518677,Random,FALSE
75,0.002234495,0.008048111,0.075375337,0.069163998,0.158958342,0.124012932,0.083889305,0.13546586,0.4,0.3,0.3,0.8,0.6,0.4,0.7,0.7,0.062633878,0.148120708,894784008218791000,Random,FALSE
76,0.001418792,0.002431366,0.158495458,0.08852387,0.129106336,0.08670852,0.070659494,0.025802286,0.8,0.2,0.4,0.6,0.4,0.4,0.3,0.1,0.03265991,0.052029366,121943276,Random,FALSE
77,0.067063388,0.023811569,0.920412076,0.326306901,0.093366114,0.929111844,0.275894648,0.824524594,4.6,2.2,1.6,0.5,4.6,1.4,1.3,4.1,0.442451481,0.267344003,790676435723706000,Random,FALSE
78,0.014543681,0.011448498,0.058082395,0.119514967,0.0706455,0.09212893,0.074839956,0.268297742,0.3,1.1,0.6,0.4,0.5,0.4,0.9,1.3,0.221806472,0.182079031,959326643327086000,Random,FALSE
79,0.005363701,0.014565852,0.140754288,0.633476136,0.136088798,0.110254451,0.093921781,0.08359274,0.7,0.6,3.2,0.7,0.6,0.5,1,0.4,0.125889289,0.207905573,186694919,Random,FALSE
80,0.012788431,0.043420869,0.178009523,0.356398198,0.203851584,0.379894796,0.229193749,0.096222209,0.9,1,1.8,1,1.9,1.1,1.8,0.5,0.207427967,0.355186217,1001549363049650000,Random,FALSE
81,0.001634715,0.00521331,0.075375337,0.083268406,0.122431359,0.103889657,0.066695714,0.175909689,0.4,0.2,0.4,0.6,0.5,0.3,0.6,0.9,0.041789835,0.111167191,349759712,Random,FALSE
82,0.007724055,0.023811569,0.034080667,0.064975952,0.079046475,0.036028306,0.079246657,0.040410786,0.2,0.8,0.3,0.4,0.2,0.4,1.3,0.2,0.156855103,0.267344003,730056000774885000,Random,FALSE
83,0.008750694,0.014565852,0.260883085,0.55290049,0.224270463,0.30513937,0.198001366,0.043516718,1.3,0.8,2.8,1.1,1.5,1,1,0.2,0.168473166,0.207905573,850161748145573000,Random,FALSE
84,0.001309081,0.001865505,0.050901079,0.083268406,0.056268845,0.0384138,0.079246657,0.072487975,0.3,0.1,0.4,0.3,0.2,0.4,0.2,0.4,0.027677698,0.032398755,244272869,Random,FALSE
85,0.141573911,0.385458881,0.842944738,0.91362236,0.911435918,0.761994649,0.853528611,0.684472733,4.2,2.8,4.6,4.6,3.8,4.3,3.8,3.4,0.569731783,0.756452465,773524955824807000,Random,FALSE
86,0.001945784,0.004725362,0.188451281,0.326306901,0.0706455,0.227500288,0.894209205,0.187396141,0.9,0.3,1.6,0.4,1.1,4.5,0.5,0.9,0.053331281,0.103285735,2719219905,Random,FALSE
87,0.018904417,0.075193114,0.11728456,0.60186786,0.184848764,0.076726235,0.079246657,0.283739797,0.6,1.3,3,0.9,0.4,0.4,2.3,1.4,0.252653217,0.454005729,825057647372165000,Random,FALSE
88,0.03218322,0.05430461,0.587672863,0.882892467,0.625717759,0.204946688,0.328061377,0.144775381,2.9,1.6,4.4,3.1,1,1.6,2,0.7,0.322306022,0.39374646,128185646,Random,FALSE
89,0.003831756,0.00521331,0.178009523,0.257367141,0.175873829,0.147392934,0.170117236,0.037517839,0.9,0.5,1.3,0.9,0.7,0.9,0.6,0.2,0.100309357,0.111167191,4302500015,Random,FALSE
90,0.002412482,0.002198441,0.466511556,0.057299337,0.122431359,0.334085683,0.399625233,0.05042453,2.3,0.3,0.3,0.6,1.7,2,0.2,0.3,0.06783457,0.044478832,2337387151,Random,FALSE
91,0.002234495,0.003116818,0.07065346,0.094076993,0.109970068,0.116958291,0.083889305,0.034824478,0.4,0.3,0.5,0.5,0.6,0.4,0.4,0.2,0.062633878,0.070892573,250334126,Random,FALSE
92,0.024702039,0.083851147,0.168026537,0.356398198,0.0706455,0.09212893,0.568280683,0.299706585,0.8,1.4,1.8,0.4,0.5,2.8,2.4,1.5,0.286212062,0.474488541,995682541813272000,Random,FALSE
93,0.067063388,0.011448498,0.823570814,0.91362236,0.880315579,0.751784998,0.894209205,0.299706585,4.1,2.2,4.6,4.4,3.8,4.5,0.9,1.5,0.442451481,0.182079031,878757559,Random,FALSE
94,0.006043447,0.021041094,0.333488397,0.371898875,0.079046475,0.08670852,0.145447808,0.103156614,1.7,0.7,1.9,0.4,0.4,0.7,1.3,0.5,0.135582577,0.251523348,905793359922569000,Random,FALSE
95,0.005363701,0.018599227,0.11728456,0.159457582,0.203851584,0.164926807,0.145447808,0.350504092,0.6,0.6,0.8,1,0.8,0.7,1.2,1.8,0.125889289,0.236336911,1004877447249250000,Random,FALSE
96,0.014543681,0.1803031,0.713541769,0.91362236,0.911435918,0.937397659,0.915477481,0.835428345,3.6,1.1,4.6,4.6,4.7,4.6,3.1,4.2,0.221806472,0.616428063,433170009,Random,FALSE
97,0.011259347,0.075193114,0.11728456,0.403675302,0.104166126,0.443264812,0.099331419,0.283739797,0.6,1,2,0.5,2.2,0.5,2.3,1.4,0.193749479,0.454005729,946395399148974000,Random,FALSE
98,0.002080127,0.002307921,0.27456232,0.078298144,0.143386718,0.076726235,0.130705413,0.043516718,1.4,0.3,0.4,0.7,0.4,0.7,0.2,0.2,0.057807183,0.048113666,800085834,Random,FALSE
99,0.001418792,0.002013937,0.062020197,0.057299337,0.098634555,0.072140034,0.099331419,0.025802286,0.3,0.2,0.3,0.5,0.4,0.5,0.2,0.1,0.03265991,0.037980136,446592495,Random,FALSE
100,0.018904417,0.016452305,0.080385489,0.119514967,0.0706455,0.043647178,0.218426911,0.175909689,0.4,1.3,0.6,0.4,0.2,1.1,1.1,0.9,0.252653217,0.221795688,999631815190052000,Random,FALSE
101,0.001634715,0.002198441,0.234880083,0.126741841,0.104166126,0.477401077,0.170117236,0.058361975,1.2,0.2,0.6,0.5,2.4,0.9,0.2,0.3,0.041789835,0.044478832,765862749553332000,Random,FALSE
102,0.001634715,0.002910297,0.158495458,0.069163998,0.093366114,0.103889657,0.522204428,0.05042453,0.8,0.2,0.3,0.5,0.5,2.6,0.3,0.3,0.041789835,0.065655562,210579015,Random,FALSE
103,0.958167115,0.942007284,0.909089646,0.91362236,0.911435918,0.443264812,0.933845012,0.962602757,4.5,4.9,4.6,4.6,2.2,4.7,4.9,4.8,0.973624716,0.972640064,765091278916841000,Random,TRUE
104,0.012788431,0.043420869,0.234880083,0.283778917,0.47820136,0.277655342,0.188341809,0.500374835,1.2,1,1.4,2.4,1.4,0.9,1.8,2.5,0.207427967,0.355186217,999682417689423000,Random,FALSE
105,0.001828421,0.00272963,0.047633404,0.094076993,0.109970068,0.124012932,0.093921781,0.037517839,0.2,0.2,0.5,0.5,0.6,0.5,0.3,0.2,0.049183848,0.060780114,2750322457,Random,FALSE
106,0.001107916,0.001801868,0.149407927,0.05378821,0.1160555,0.097851882,0.093921781,0.027817973,0.7,0.1,0.3,0.6,0.5,0.5,0.1,0.1,0.018240415,0.029913823,453158015,Random,FALSE
107,0.006043447,0.034358494,0.036454205,0.371898875,0.281436837,0.443264812,0.137911216,0.126666309,0.2,0.7,1.9,1.4,2.2,0.7,1.6,0.6,0.135582577,0.318418856,955114006066298000,Random,FALSE
108,0.003456538,0.002198441,0.318160931,0.099940269,0.47820136,0.227500288,0.161544007,0.037517839,1.6,0.5,0.5,2.4,1.1,0.8,0.2,0.2,0.092866954,0.044478832,1695442266,Random,FALSE
109,0.004268306,0.004725362,0.054380119,0.168637131,0.136088798,0.052788974,0.130705413,0.164984352,0.3,0.5,0.8,0.7,0.3,0.7,0.5,0.8,0.108277007,0.103285735,834268510939287000,Random,FALSE
110,0.005363701,0.014565852,0.038986376,0.198696697,0.074737554,0.072140034,0.229193749,0.299706585,0.2,0.6,1,0.4,0.4,1.1,1,1.5,0.125889289,0.207905573,1007623070700330000,Random,FALSE
111,0.004775576,0.009037049,0.168026537,0.134339039,0.167245247,0.264499589,0.088777716,0.13546586,0.8,0.6,0.7,0.8,1.3,0.4,0.8,0.7,0.116795374,0.158817464,178834872,Random,FALSE
112,0.041425126,0.026940289,0.938607316,0.311763277,0.681971276,0.91982315,0.837340698,0.667547437,4.7,1.8,1.6,3.4,4.6,4.2,1.4,3.3,0.360651907,0.283782475,1017370439457360000,Random,FALSE
113,0.03218322,0.021041094,0.288678674,0.834573883,0.213883707,0.494033347,0.370283068,0.077859288,1.4,1.6,4.2,1.1,2.5,1.9,1.3,0.4,0.322306022,0.251523348,130758685,Random,FALSE
114,0.014543681,0.145776203,0.140754288,0.55290049,0.129106336,0.097851882,0.110986912,0.386453791,0.7,1.1,2.8,0.6,0.5,0.6,2.9,1.9,0.221806472,0.576808656,732475670635257000,Random,FALSE
115,0.085904092,0.083851147,0.668916287,0.815250092,0.612833921,0.277655342,0.670125997,0.538941032,3.3,2.4,4.1,3.1,1.4,3.4,2.4,2.7,0.484864583,0.474488541,998423203017101000,Random,FALSE
116,0.76420234,0.845413118,0.93005489,0.734158617,0.938871575,0.933374264,0.928799391,0.855595507,4.7,4.5,3.7,4.7,4.7,4.6,4.7,4.3,0.904073657,0.936923076,1047132960267220000,Random,TRUE
117,0.001554351,0.03867703,0.449190615,0.91362236,0.911435918,0.443264812,0.861109621,0.667547437,2.2,0.2,4.6,4.6,2.2,4.3,1.7,3.3,0.038503445,0.336555195,721658863611555000,Random,FALSE
118,0.0099223,0.011448498,0.091326306,0.283778917,0.15100759,0.110254451,0.229193749,0.268297742,0.5,0.9,1.4,0.8,0.6,1.1,0.9,1.3,0.180767269,0.182079031,899469082021384000,Random,FALSE
119,0.0099223,0.075193114,0.062020197,0.51961296,0.104166126,0.227500288,0.188341809,0.442660374,0.3,0.9,2.6,0.5,1.1,0.9,2.3,2.2,0.180767269,0.454005729,961120378356752000,Random,FALSE
120,0.004775576,0.008048111,0.260883085,0.29758154,0.158958342,0.09212893,0.099331419,0.037517839,1.3,0.6,1.5,0.8,0.5,0.5,0.7,0.2,0.116795374,0.148120708,745705018066616000,Random,FALSE
121,0.482700521,0.116935967,0.6841856,0.91362236,0.911435918,0.937397659,0.888200296,0.283739797,3.4,3.9,4.6,4.6,4.7,4.4,2.7,1.4,0.786626298,0.536176148,1573993574,Random,FALSE
122,0.001418792,0.001865505,0.044565652,0.047366417,0.158958342,0.076726235,0.074839956,0.029986279,0.2,0.2,0.2,0.8,0.4,0.4,0.2,0.1,0.03265991,0.032398755,1264434114,Random,FALSE
123,0.420205046,0.445860004,0.449190615,0.663976004,0.743921493,0.73233609,0.583419726,0.922355737,2.2,3.8,3.3,3.7,3.7,2.9,3.9,4.6,0.756585473,0.785507601,2338799341,Random,FALSE
124,0.001634715,0.003353677,0.168026537,0.078298144,0.056268845,0.097851882,0.06293923,0.08359274,0.8,0.2,0.4,0.3,0.5,0.3,0.4,0.4,0.041789835,0.076513107,606882534,Random,FALSE
125,0.03218322,0.075193114,0.047633404,0.311763277,0.122431359,0.081578363,0.083889305,0.144775381,0.2,1.6,1.6,0.6,0.4,0.4,2.3,0.7,0.322306022,0.454005729,3394898979,Random,FALSE
126,0.002080127,0.002100996,0.11728456,0.119514967,0.083581381,0.204946688,0.099331419,0.062757383,0.6,0.3,0.6,0.4,1,0.5,0.2,0.3,0.057807183,0.04110674,114874844,Random,FALSE
127,0.012788431,0.014565852,0.031856561,0.069163998,0.15100759,0.046512789,0.083889305,0.225281737,0.2,1,0.3,0.8,0.2,0.4,1,1.1,0.207427967,0.207905573,1034783916773660000,Random,FALSE
128,0.006043447,0.008048111,0.431992025,0.209571931,0.598331807,0.726110191,0.099331419,0.126666309,2.2,0.7,1,3,3.6,0.5,0.7,0.6,0.135582577,0.148120708,767784044910247000,Random,FALSE
129,0.006826175,0.012907437,0.124704686,0.356398198,0.246102383,0.443264812,0.188341809,0.144775381,0.6,0.7,1.8,1.2,2.2,0.9,1,0.7,0.145897657,0.194667737,1041949945723470000,Random,FALSE
