cap.universal,user_id,status_id
0.0145658524,1513709269,1086046215450580000
0.0674790608,833096459704742000,1086046216604040000
0.0039406236,761770148386574000,1086046216687970000
0.1623075835,231123394,1086046219766460000
0.0605591627,626132755,1086046219946920000
0.005778301,912748305255485000,1086046220160820000
0.0021009963,77570434,1086046222073410000
0.0101649883,837916717103755000,1086046222266160000
0.0101649883,837916717103755000,1086046894722150000
0.0064312928,756624541321929000,1086046222597740000
0.0129074374,811546283538317000,1086046226594830000
0.0605591627,1078749802765140000,1086046227106540000
0.0071838464,627968641,1086046228213910000
0.0343584942,302803419,1086046228486520000
0.0039406236,16249244,1086046228117300000
0.0021984409,369813061,1086046231573550000
0.0090370494,3934041472,1086046234685640000
0.0027296302,1066854246,1086046235943940000
0.0027296302,1066854246,1086047431333240000
0.0027296302,1066854246,1086047302027020000
0.0027296302,1066854246,1086047542624830000
0.0027296302,1066854246,1086047959408620000
0.0027296302,1066854246,1086048299055010000
0.0027296302,1066854246,1086047891184140000
0.0027296302,1066854246,1086048006414220000
0.0027296302,1066854246,1086047013333070000
0.0027296302,1066854246,1086046479146510000
0.0027296302,1066854246,1086047405718620000
0.0027296302,1066854246,1086047092521550000
0.0027296302,1066854246,1086047345610010000
0.0027296302,1066854246,1086047624682260000
0.0027296302,1066854246,1086048234060030000
0.0027296302,1066854246,1086047587772310000
0.0027296302,1066854246,1086047459711820000
0.0027296302,1066854246,1086048274975540000
0.0027296302,1066854246,1086046830809540000
0.0027296302,1066854246,1086046341749460000
0.0027296302,1066854246,1086048406680820000
0.0027296302,1066854246,1086046316319440000
0.0027296302,1066854246,1086046699863320000
0.0027296302,1066854246,1086047234981060000
0.0027296302,1066854246,1086046498712970000
0.0027296302,1066854246,1086048195778700000
0.0027296302,1066854246,1086047713412690000
0.0027296302,1066854246,1086047161228370000
0.0027296302,1066854246,1086048357594870000
0.0027296302,1066854246,1086047775631050000
0.0238115685,879739719592104000,1086046236229140000
0.0043042405,2966843078,1086046237713880000
0.0043042405,4801598994,1086046244529530000
0.0838511473,363044142,1086046242042540000
0.0027296302,1523268452,1086047455718780000
0.0027296302,1523268452,1086046245150310000
0.0145658524,15984412,1086046245263760000
0.0543046098,384456466,1086046244554850000
0.0543046098,384456466,1086046633379410000
0.0023079208,582387431,1086046249332150000
0.2212161603,736676509742572000,1086046249902430000
0.0027296302,1932099392,1086046249814560000
0.244462545,1082362163501720000,1086046251890690000
0.003353677,2724215808,1086046905048670000
0.003353677,2724215808,1086046252205250000
0.003353677,2724215808,1086046522859500000
0.003353677,2724215808,1086046620284790000
0.003353677,2724215808,1086047022480850000
0.0029102973,3943338794,1086046253635510000
0.0164523048,716831863084491000,1086046254889530000
0.002571044,16849114,1086046254906270000
0.0936084193,896764093557645000,1086046255980020000
0.0071838464,4870861769,1086046257259380000
0.0043042405,88102183,1086046257481740000
0.0039406236,2424323467,1086046259398480000
0.0043042405,15266273,1086046261273340000
0.005778301,3266555330,1086046361546460000
0.005778301,3266555330,1086046459701540000
0.005778301,3266555330,1086046430312070000
0.005778301,3266555330,1086046261688460000
0.005778301,3266555330,1086046927735580000
0.0090370494,209077595,1086046262267470000
0.0043042405,4854683278,1086046262812600000
0.0080481113,903353964560712000,1086046267007030000
0.0080481113,903353964560712000,1086046473526130000
0.0164523048,52298965,1086046267904420000
0.0164523048,59421988,1086046268135260000
0.0071838464,865677961919423000,1086046268831560000
0.0101649883,970237034051891000,1086046275022260000
0.011448498,1082501421810010000,1086046275605280000
0.0386770304,984058613852492000,1086049254479670000
0.0386770304,984058613852492000,1086046402088710000
0.0386770304,984058613852492000,1086046332761100000
0.0386770304,984058613852492000,1086046276435830000
0.0386770304,984058613852492000,1086046716422480000
0.0386770304,984058613852492000,1086048464914580000
0.0386770304,984058613852492000,1086047985664970000
0.0043042405,22963467,1086046277861890000
0.0145658524,44133216,1086046277543120000
0.0043042405,259449303,1086046278163800000
0.0185992273,3213594764,1086046279619280000
0.003353677,936158941,1086046280990650000
0.003353677,936158941,1086046333478130000
0.0071838464,1634451854,1086046281737400000
0.0064312928,814597141016564000,1086046281821250000
0.1306559844,377224378,1086046282462880000
0.002571044,154125850,1086046283062700000
0.002571044,154125850,1086048404638060000
0.0024313662,20494522,1086046285218660000
0.0238115685,346910039,1086046285923270000
0.002571044,121989457,1086046281322060000
0.002571044,121989457,1086046522003730000
0.0024313662,1944762127,1086046292705490000
0.0064312928,322881819,1086046293011640000
0.7530520645,723125262,1086046295113040000
0.7530520645,723125262,1086049646663950000
0.0674790608,2883456606,1086046295117260000
0.0031168176,18403310,1086046296530510000
0.0047253618,21820551,1086046298661440000
0.3854588813,859992452022882000,1086046300108410000
0.0023079208,31835247,1086046301270300000
0.0101649883,760694335356690000,1086046301588910000
0.0185992273,812432327745880000,1086046301656040000
0.0185992273,812432327745880000,1086048329258030000
0.0185992273,812432327745880000,1086047754323820000
0.0036261935,50398240,1086046302465450000
0.0036261935,50398240,1086048708360210000
0.0039406236,18245767,1086046303509870000
0.0043042405,21539403,1086046303598120000
0.3254134937,3003886063,1086046306890590000
0.1803031003,1062357647066890000,1086046309491110000
0.1623075835,822900037055287000,1086046309965010000
0.0185992273,258938954,1086046312624210000
0.005778301,750002422249128000,1086046314129960000
0.0164523048,2465147731,1086046315639960000
0.0043042405,236051765,1086046317082760000
0.0029102973,14707207,1086046320916190000
0.0071838464,43870912,1086046321893700000
0.0936084193,988600658293965000,1086046324330360000
0.002571044,5812682,1086046327568360000
0.0605591627,437025294,1086046882038770000
0.0605591627,437025294,1086046329405620000
0.002571044,750626522,1086046329577620000
0.0064312928,33555786,1086046333071440000
0.0036261935,2344409646,1086046338435940000
0.005778301,747939236,1086047719351820000
0.005778301,747939236,1086048393468760000
0.005778301,747939236,1086046338020720000
0.0434208694,921425213899858000,1086046339266500000
0.0434208694,921425213899858000,1086047569501980000
0.0936084193,796455957295460000,1086046340201800000
0.2212161603,360521991,1086046342437360000
0.0238115685,2214455746,1086046342709950000
0.0238115685,2214455746,1086047741975890000
0.0052133097,476377702,1086046346627430000
0.0101649883,776091004311044000,1086046350058380000
0.0039406236,855740629174940000,1086046349987140000
0.0027296302,280294137,1086046350159090000
0.1046034793,4037052912,1086046352272910000
0.0304504448,75570206,1086046429762760000
0.0304504448,75570206,1086046356551160000
0.0129074374,1010891010384320000,1086046357767500000
0.0036261935,21992295,1086046359529160000
0.0024313662,202734035,1086046364067230000
0.048615291,827993499802993000,1086046365396990000
0.0145658524,287958005,1086046369398350000
0.0024313662,36238151,1086046371264660000
0.0185992273,468751390,1086046543373730000
0.0185992273,468751390,1086046372120340000
0.1306559844,835949275209048000,1086046373223440000
0.0304504448,2425405854,1086046378898440000
0.0064312928,1004391791670460000,1086046381196960000
0.0052133097,2320824263,1086046382555910000
0.0071838464,25332952,1086046383574900000
0.003353677,21055019,1086049184682110000
0.003353677,21055019,1086046385001030000
0.005778301,115129636,1086046383948290000
0.0838511473,976143442362302000,1086049829803970000
0.0838511473,976143442362302000,1086046388155240000
0.0080481113,229848310,1086046389648460000
0.005778301,2651714172,1086046389979760000
0.0029102973,85055853,1086046390269200000
0.0029102973,85055853,1086046445541700000
0.0080481113,755171941581849000,1086046393163300000
0.0751931141,23641551,1086046394522190000
0.003353677,956254105,1086046588747820000
0.003353677,956254105,1086046394912260000
0.0071838464,257203522,1086047040868570000
0.0071838464,257203522,1086046395356740000
0.1046034793,822144538332500000,1086049412873400000
0.1046034793,822144538332500000,1086046397999300000
0.0019358455,232739904,1086046405989460000
0.0129074374,1069832780,1086046406417240000
0.011448498,827210261467525000,1086046406530410000
0.0052133097,219777796,1086046408820450000
0.0751931141,724607157002338000,1086046410892550000
0.011448498,817583913975435000,1086046411446090000
0.0090370494,2776055284,1086046411131670000
0.0090370494,2776055284,1086049753970950000
0.0090370494,2776055284,1086046633509430000
0.0020139367,855818467,1086046413857780000
0.0080481113,732694327546106000,1086046416110260000
0.0304504448,267981046,1086046417284680000
0.0936084193,3148274222,1086046418857540000
0.0101649883,527670570,1086046459844220000
0.0101649883,527670570,1086046419461410000
